LANG_ID,C_ID,PLANT_ID,WH_ID,PAR_ITM_CODE,BOM_NO,PAR_ITM_QTY,STATUS_ID,Isdeleted,CTD_BY,CTD_ON
Language ID,Company Code ID,Plant ID,Warehouse ID,Parent Item Code,BOM NUMBER,Parent item Quantity ,Status ID,Deletion Indicator,Created By ,Created on
NVARCHAR(5),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),INTEGER,"DECIMAL(30,4)",INTEGER,INTEGER,NVARCHAR(50),TIMESTAMP
EN,1000,1001,111,0057512593,1000611,1,1,0,admin,
EN,1000,1001,111,0057512594,1000612,1,1,0,admin,
EN,1000,1001,111,0057512595,1000613,1,1,0,admin,
EN,1000,1001,111,0057512596,1000614,1,1,0,admin,
EN,1000,1001,111,0057512597,1000615,1,1,0,admin,
EN,1000,1001,111,0057512598,1000616,1,1,0,admin,
EN,1000,1001,111,0057512680,1000617,1,1,0,admin,
EN,1000,1001,111,0057512681,1000618,1,1,0,admin,
EN,1000,1001,111,0057512682,1000619,1,1,0,admin,
EN,1000,1001,111,0057512683,1000620,1,1,0,admin,
EN,1000,1001,111,0057512684,1000621,1,1,0,admin,
EN,1000,1001,111,0057512685,1000622,1,1,0,admin,
EN,1000,1001,111,0057512686,1000623,1,1,0,admin,
EN,1000,1001,111,0057512687,1000624,1,1,0,admin,
EN,1000,1001,111,0057512688,1000625,1,1,0,admin,
EN,1000,1001,111,0057512689,1000626,1,1,0,admin,
EN,1000,1001,111,0057512690,1000627,1,1,0,admin,
EN,1000,1001,111,0057512691,1000628,1,1,0,admin,
EN,1000,1001,111,0057512692,1000629,1,1,0,admin,
EN,1000,1001,111,0057512693,1000630,1,1,0,admin,
EN,1000,1001,111,0057512695,1000631,1,1,0,admin,
EN,1000,1001,111,0057512696,1000632,1,1,0,admin,
EN,1000,1001,111,0057512697,1000633,1,1,0,admin,
EN,1000,1001,111,0057512698,1000634,1,1,0,admin,
EN,1000,1001,111,0057512700,1000635,1,1,0,admin,
EN,1000,1001,111,0057512714,1000636,1,1,0,admin,
EN,1000,1001,111,0057512715,1000637,1,1,0,admin,
EN,1000,1001,111,0057512716,1000638,1,1,0,admin,
EN,1000,1001,111,0057512739,1000639,1,1,0,admin,
EN,1000,1001,111,0057512740,1000640,1,1,0,admin,
EN,1000,1001,111,0057512741,1000641,1,1,0,admin,
EN,1000,1001,111,0057512743,1000642,1,1,0,admin,
EN,1000,1001,111,0057512744,1000643,1,1,0,admin,
EN,1000,1001,111,0057512745,1000644,1,1,0,admin,
EN,1000,1001,111,0057512752,1000645,1,1,0,admin,
EN,1000,1001,111,0057512853,1000646,1,1,0,admin,
EN,1000,1001,111,0057512854,1000647,1,1,0,admin,
EN,1000,1001,111,0057513431,1000648,1,1,0,admin,
EN,1000,1001,111,0057513433,1000649,1,1,0,admin,
EN,1000,1001,111,0057513434,1000650,1,1,0,admin,
EN,1000,1001,111,0057513435,1000651,1,1,0,admin,
EN,1000,1001,111,0057513436,1000652,1,1,0,admin,
EN,1000,1001,111,0057513437,1000653,1,1,0,admin,
EN,1000,1001,111,0057513438,1000654,1,1,0,admin,
EN,1000,1001,111,0057513439,1000655,1,1,0,admin,
EN,1000,1001,111,0057513440,1000656,1,1,0,admin,
EN,1000,1001,111,0057513441,1000657,1,1,0,admin,
EN,1000,1001,111,0057513442,1000658,1,1,0,admin,
EN,1000,1001,111,0057513443,1000659,1,1,0,admin,
EN,1000,1001,111,0057513444,1000660,1,1,0,admin,
EN,1000,1001,111,0057513452,1000661,1,1,0,admin,
EN,1000,1001,111,0057513460,1000662,1,1,0,admin,
EN,1000,1001,111,0057513461,1000663,1,1,0,admin,
EN,1000,1001,111,0057513490,1000664,1,1,0,admin,
EN,1000,1001,111,0057513578,1000665,1,1,0,admin,
EN,1000,1001,111,0057513652,1000666,1,1,0,admin,
EN,1000,1001,111,0057515129,1000667,1,1,0,admin,
EN,1000,1001,111,0203010187,1000668,1,1,0,admin,
EN,1000,1001,111,0203010188,1000669,1,1,0,admin,
EN,1000,1001,111,0203010194,1000670,1,1,0,admin,
EN,1000,1001,111,0203010291,1000671,1,1,0,admin,
EN,1000,1001,111,0203010292,1000672,1,1,0,admin,
EN,1000,1001,111,0203010293,1000673,1,1,0,admin,
EN,1000,1001,111,0203010294,1000674,1,1,0,admin,
EN,1000,1001,111,0203011177,1000675,1,1,0,admin,
EN,1000,1001,111,0203011229,1000676,1,1,0,admin,
EN,1000,1001,111,0203011235,1000677,1,1,0,admin,
EN,1000,1001,111,0203011269,1000678,1,1,0,admin,
EN,1000,1001,111,0203011270,1000679,1,1,0,admin,
EN,1000,1001,111,0203011273,1000680,1,1,0,admin,
EN,1000,1001,111,0203011282,1000681,1,1,0,admin,
EN,1000,1001,111,0203011364,1000682,1,1,0,admin,
EN,1000,1001,111,0203011370,1000683,1,1,0,admin,
EN,1000,1001,111,0203011410,1000684,1,1,0,admin,
EN,1000,1001,111,0203011418,1000685,1,1,0,admin,
EN,1000,1001,111,0203011420,1000686,1,1,0,admin,
EN,1000,1001,111,0203011450,1000687,1,1,0,admin,
EN,1000,1001,111,0203011451,1000688,1,1,0,admin,
EN,1000,1001,111,0203011452,1000689,1,1,0,admin,
EN,1000,1001,111,0203011453,1000690,1,1,0,admin,
EN,1000,1001,111,0203011454,1000691,1,1,0,admin,
EN,1000,1001,111,0203011459,1000692,1,1,0,admin,
EN,1000,1001,111,0203011460,1000693,1,1,0,admin,
EN,1000,1001,111,0203011461,1000694,1,1,0,admin,
EN,1000,1001,111,0203011477,1000695,1,1,0,admin,
EN,1000,1001,111,0203011876,1000696,1,1,0,admin,
EN,1000,1001,111,0203011957,1000697,1,1,0,admin,
EN,1000,1001,111,0203011958,1000698,1,1,0,admin,
EN,1000,1001,111,0203011964,1000699,1,1,0,admin,
EN,1000,1001,111,0203011968,1000700,1,1,0,admin,
EN,1000,1001,111,0203011969,1000701,1,1,0,admin,
EN,1000,1001,111,0203011972,1000702,1,1,0,admin,
EN,1000,1001,111,0203012084,1000703,1,1,0,admin,
EN,1000,1001,111,0203012090,1000704,1,1,0,admin,
EN,1000,1001,111,0203012094,1000705,1,1,0,admin,
EN,1000,1001,111,0203012095,1000706,1,1,0,admin,
EN,1000,1001,111,0203012097,1000707,1,1,0,admin,
EN,1000,1001,111,0203012098,1000708,1,1,0,admin,
EN,1000,1001,111,0203012107,1000709,1,1,0,admin,
EN,1000,1001,111,0203012128,1000710,1,1,0,admin,
EN,1000,1001,111,0203012129,1000711,1,1,0,admin,
EN,1000,1001,111,0203012254,1000712,1,1,0,admin,
EN,1000,1001,111,0203012255,1000713,1,1,0,admin,
EN,1000,1001,111,0203012352,1000714,1,1,0,admin,
EN,1000,1001,111,0203012353,1000715,1,1,0,admin,
EN,1000,1001,111,0203012378,1000716,1,1,0,admin,
EN,1000,1001,111,0203012379,1000717,1,1,0,admin,
EN,1000,1001,111,0203012380,1000718,1,1,0,admin,
EN,1000,1001,111,0203012381,1000719,1,1,0,admin,
EN,1000,1001,111,0203012512,1000720,1,1,0,admin,
EN,1000,1001,111,0203012514,1000721,1,1,0,admin,
EN,1000,1001,111,0203012516,1000722,1,1,0,admin,
EN,1000,1001,111,0203012688,1000723,1,1,0,admin,
EN,1000,1001,111,0203012689,1000724,1,1,0,admin,
EN,1000,1001,111,0203012758,1000725,1,1,0,admin,
EN,1000,1001,111,0203012759,1000726,1,1,0,admin,
EN,1000,1001,111,0203012760,1000727,1,1,0,admin,
EN,1000,1001,111,0203013203,1000728,1,1,0,admin,
EN,1000,1001,111,0203013204,1000729,1,1,0,admin,
EN,1000,1001,111,0203013205,1000730,1,1,0,admin,
EN,1000,1001,111,0203013211,1000731,1,1,0,admin,
EN,1000,1001,111,0203013212,1000732,1,1,0,admin,
EN,1000,1001,111,0203013213,1000733,1,1,0,admin,
EN,1000,1001,111,0203013215,1000734,1,1,0,admin,
EN,1000,1001,111,0203013216,1000735,1,1,0,admin,
EN,1000,1001,111,0203013219,1000736,1,1,0,admin,
EN,1000,1001,111,0203013221,1000737,1,1,0,admin,
EN,1000,1001,111,0203013224,1000738,1,1,0,admin,
EN,1000,1001,111,0203013258,1000739,1,1,0,admin,
EN,1000,1001,111,0203013263,1000740,1,1,0,admin,
EN,1000,1001,111,0203013264,1000741,1,1,0,admin,
EN,1000,1001,111,0203013582,1000742,1,1,0,admin,
EN,1000,1001,111,0203013583,1000743,1,1,0,admin,
EN,1000,1001,111,0203013585,1000744,1,1,0,admin,
EN,1000,1001,111,0203013587,1000745,1,1,0,admin,
EN,1000,1001,111,0203013588,1000746,1,1,0,admin,
EN,1000,1001,111,0203013589,1000747,1,1,0,admin,
EN,1000,1001,111,0203013590,1000748,1,1,0,admin,
EN,1000,1001,111,0203013591,1000749,1,1,0,admin,
EN,1000,1001,111,0203013592,1000750,1,1,0,admin,
EN,1000,1001,111,0203013593,1000751,1,1,0,admin,
EN,1000,1001,111,0203013607,1000752,1,1,0,admin,
EN,1000,1001,111,0203013624,1000753,1,1,0,admin,
EN,1000,1001,111,0203013627,1000754,1,1,0,admin,
EN,1000,1001,111,0203013628,1000755,1,1,0,admin,
EN,1000,1001,111,0203013629,1000756,1,1,0,admin,
EN,1000,1001,111,20355000080,1000757,1,1,0,admin,
EN,1000,1001,111,21307000001,1000758,1,1,0,admin,
EN,1000,1001,111,21307000139,1000759,1,1,0,admin,
EN,1000,1001,111,21307000987,1000760,1,1,0,admin,
EN,1000,1001,111,21308192676,1000761,1,1,0,admin,
EN,1000,1001,111,21309997198,1000762,1,1,0,admin,
EN,1000,1001,111,21309997201,1000763,1,1,0,admin,
EN,1000,1001,111,21309997202,1000764,1,1,0,admin,
EN,1000,1001,111,21309997203,1000765,1,1,0,admin,
EN,1000,1001,111,0203011229-3,1000766,1,1,0,admin,
EN,1000,1001,111,020304796-2,1000767,1,1,0,admin,
